user_id,page,version,,,
618027,payment_page,B,,,
222746,payment_page,A,,,
892101,payment_page,B,,,
764736,payment_page,B,,,
333298,payment_page,A,,,
359542,payment_page,A,,,
501216,payment_page,B,,,
366573,payment_page,A,,,
947189,payment_page,A,,,
134642,payment_page,B,,,
648677,payment_page,A,,,
87419,payment_page,A,,,
320308,payment_page,B,,,
9098,payment_page,A,,,
402540,payment_page,A,,,
181960,payment_page,B,,,
200682,payment_page,A,,,
367268,payment_page,B,,,
919619,payment_page,B,,,
139757,payment_page,B,,,
964705,payment_page,B,,,
595240,payment_page,B,,,
807318,payment_page,A,,,
102178,payment_page,B,,,
281632,payment_page,A,,,
395500,payment_page,B,,,
505707,payment_page,B,,,
376523,payment_page,A,,,
25297,payment_page,A,,,
66337,payment_page,B,,,
524144,payment_page,A,,,
597571,payment_page,B,,,
318371,payment_page,A,,,
534290,payment_page,B,,,
291196,payment_page,B,,,
57263,payment_page,B,,,
221941,payment_page,A,,,
463862,payment_page,B,,,
190699,payment_page,B,,,
418535,payment_page,B,,,
783979,payment_page,B,,,
698858,payment_page,A,,,
712756,payment_page,A,,,
586366,payment_page,B,,,
628693,payment_page,B,,,
908566,payment_page,A,,,
978467,payment_page,A,,,
222441,payment_page,B,,,
100481,payment_page,B,,,
725693,payment_page,B,,,
593499,payment_page,A,,,
487083,payment_page,B,,,
12244,payment_page,B,,,
855623,payment_page,A,,,
587813,payment_page,B,,,
654348,payment_page,B,,,
160137,payment_page,A,,,
80258,payment_page,B,,,
254968,payment_page,B,,,
806169,payment_page,B,,,
141241,payment_page,B,,,
264860,payment_page,A,,,
72515,payment_page,B,,,
190938,payment_page,A,,,
230152,payment_page,B,,,
796619,payment_page,A,,,
603802,payment_page,B,,,
723051,payment_page,B,,,
308883,payment_page,B,,,
116735,payment_page,B,,,
601633,payment_page,B,,,
236071,payment_page,A,,,
442861,payment_page,A,,,
535104,payment_page,B,,,
91367,payment_page,B,,,
45878,payment_page,B,,,
369111,payment_page,A,,,
79322,payment_page,B,,,
773516,payment_page,A,,,
809489,payment_page,A,,,
180567,payment_page,A,,,
483760,payment_page,A,,,
275402,payment_page,A,,,
742194,payment_page,A,,,
307455,payment_page,A,,,
473150,payment_page,A,,,
782651,payment_page,B,,,
215007,payment_page,A,,,
33585,payment_page,A,,,
813956,payment_page,B,,,
805142,payment_page,B,,,
344066,payment_page,B,,,
898540,payment_page,A,,,
676373,payment_page,A,,,
283079,payment_page,B,,,
186095,payment_page,B,,,
484375,payment_page,A,,,
401657,payment_page,A,,,
525793,payment_page,B,,,
262133,payment_page,A,,,
574312,payment_page,B,,,
963106,payment_page,A,,,
69346,payment_page,B,,,
582507,payment_page,A,,,
695359,payment_page,A,,,
540692,payment_page,B,,,
446887,payment_page,A,,,
310077,payment_page,A,,,
252534,payment_page,A,,,
316590,payment_page,A,,,
885963,payment_page,A,,,
108801,payment_page,B,,,
80696,payment_page,A,,,
148991,payment_page,A,,,
223493,payment_page,B,,,
308480,payment_page,A,,,
537852,payment_page,B,,,
700227,payment_page,B,,,
823296,payment_page,B,,,
861972,payment_page,B,,,
178570,payment_page,A,,,
632101,payment_page,A,,,
831521,payment_page,B,,,
536449,payment_page,B,,,
402505,payment_page,B,,,
926187,payment_page,A,,,
195064,payment_page,A,,,
343014,payment_page,B,,,
226370,payment_page,B,,,
795191,payment_page,B,,,
292696,payment_page,A,,,
683538,payment_page,B,,,
95167,payment_page,B,,,
194200,payment_page,B,,,
416218,payment_page,A,,,
393528,payment_page,A,,,
497358,payment_page,B,,,
440446,payment_page,A,,,
375357,payment_page,A,,,
810795,payment_page,B,,,
420604,payment_page,B,,,
479491,payment_page,A,,,
627490,payment_page,B,,,
701025,payment_page,A,,,
317174,payment_page,B,,,
4496,payment_page,B,,,
590630,payment_page,B,,,
846381,payment_page,A,,,
381850,payment_page,A,,,
276140,payment_page,A,,,
444969,payment_page,B,,,
230341,payment_page,B,,,
481002,payment_page,B,,,
725710,payment_page,A,,,
110547,payment_page,A,,,
625629,payment_page,B,,,
592356,payment_page,B,,,
370354,payment_page,A,,,
165750,payment_page,A,,,
751439,payment_page,B,,,
141862,payment_page,B,,,
830667,payment_page,B,,,
982842,payment_page,B,,,
944004,payment_page,A,,,
480498,payment_page,B,,,
598481,payment_page,A,,,
895303,payment_page,B,,,
785528,payment_page,A,,,
318814,payment_page,B,,,
435445,payment_page,B,,,
223089,payment_page,B,,,
127100,payment_page,A,,,
317697,payment_page,B,,,
913617,payment_page,B,,,
48496,payment_page,B,,,
202460,payment_page,A,,,
259289,payment_page,B,,,
875162,payment_page,A,,,
189356,payment_page,A,,,
528379,payment_page,A,,,
587230,payment_page,B,,,
709297,payment_page,B,,,
184699,payment_page,B,,,
720386,payment_page,A,,,
7239,payment_page,B,,,
481215,payment_page,A,,,
545228,payment_page,B,,,
821296,payment_page,A,,,
798178,payment_page,B,,,
90095,payment_page,A,,,
900704,payment_page,B,,,
279972,payment_page,B,,,
26408,payment_page,B,,,
428973,payment_page,B,,,
718609,payment_page,B,,,
386740,payment_page,B,,,
751500,payment_page,B,,,
795953,payment_page,A,,,
13068,payment_page,A,,,
122141,payment_page,B,,,
378691,payment_page,A,,,
34018,payment_page,A,,,
27371,payment_page,B,,,
481221,payment_page,A,,,
918467,payment_page,A,,,
715821,payment_page,A,,,
388198,payment_page,B,,,
320170,payment_page,B,,,
856727,payment_page,A,,,
927336,payment_page,B,,,
953664,payment_page,B,,,
48566,payment_page,A,,,
101928,payment_page,B,,,
478525,payment_page,A,,,
126569,payment_page,B,,,
991802,payment_page,A,,,
842484,payment_page,B,,,
697149,payment_page,A,,,
97634,payment_page,A,,,
538920,payment_page,B,,,
849727,payment_page,B,,,
285405,payment_page,B,,,
428095,payment_page,B,,,
851446,payment_page,A,,,
644051,payment_page,A,,,
466106,payment_page,B,,,
24140,payment_page,B,,,
298235,payment_page,A,,,
877338,payment_page,A,,,
959075,payment_page,A,,,
908369,payment_page,B,,,
141771,payment_page,B,,,
659295,payment_page,B,,,
777717,payment_page,B,,,
848614,payment_page,B,,,
256060,payment_page,B,,,
592803,payment_page,A,,,
926844,payment_page,B,,,
291323,payment_page,A,,,
459925,payment_page,A,,,
611990,payment_page,B,,,
96651,payment_page,B,,,
4561,payment_page,B,,,
767449,payment_page,B,,,
480570,payment_page,A,,,
85495,payment_page,B,,,
461022,payment_page,B,,,
38807,payment_page,B,,,
82278,payment_page,A,,,
990313,payment_page,A,,,
705323,payment_page,A,,,
577079,payment_page,A,,,
213789,payment_page,B,,,
20826,payment_page,A,,,
778012,payment_page,A,,,
593170,payment_page,A,,,
765366,payment_page,A,,,
50379,payment_page,B,,,
543818,payment_page,B,,,
566101,payment_page,B,,,
882979,payment_page,B,,,
764521,payment_page,B,,,
777710,payment_page,A,,,
59415,payment_page,B,,,
586512,payment_page,A,,,
44739,payment_page,A,,,
466145,payment_page,B,,,
919160,payment_page,B,,,
35068,payment_page,A,,,
255474,payment_page,A,,,
952358,payment_page,A,,,
955956,payment_page,B,,,
706245,payment_page,A,,,
824806,payment_page,A,,,
557119,payment_page,B,,,
641175,payment_page,B,,,
541619,payment_page,B,,,
938660,payment_page,A,,,
190347,payment_page,B,,,
612338,payment_page,B,,,
154121,payment_page,B,,,
321084,payment_page,B,,,
310361,payment_page,A,,,
41672,payment_page,A,,,
935417,payment_page,B,,,
983574,payment_page,A,,,
707705,payment_page,A,,,
544654,payment_page,B,,,
644958,payment_page,A,,,
334010,payment_page,A,,,
556291,payment_page,B,,,
168567,payment_page,B,,,
129161,payment_page,A,,,
832146,payment_page,B,,,
888784,payment_page,B,,,
288695,payment_page,A,,,
443539,payment_page,B,,,
973315,payment_page,B,,,
746044,payment_page,A,,,
235592,payment_page,A,,,
936059,payment_page,B,,,
270046,payment_page,A,,,
257075,payment_page,A,,,
114597,payment_page,A,,,
866085,payment_page,A,,,
711914,payment_page,A,,,
55452,payment_page,A,,,
608962,payment_page,B,,,
41847,payment_page,A,,,
572137,payment_page,B,,,
912010,payment_page,A,,,
307943,payment_page,A,,,
89418,payment_page,B,,,
242620,payment_page,A,,,
994067,payment_page,A,,,
891676,payment_page,B,,,
513639,payment_page,B,,,
270606,payment_page,B,,,
263336,payment_page,A,,,
812658,payment_page,A,,,
628721,payment_page,B,,,
396592,payment_page,B,,,
317936,payment_page,A,,,
650279,payment_page,B,,,
725866,payment_page,B,,,
504573,payment_page,A,,,
529095,payment_page,A,,,
691049,payment_page,B,,,
409975,payment_page,B,,,
792677,payment_page,A,,,
362908,payment_page,B,,,
658145,payment_page,B,,,
351604,payment_page,B,,,
119742,payment_page,A,,,
470181,payment_page,B,,,
237139,payment_page,B,,,
286007,payment_page,A,,,
886103,payment_page,A,,,
759322,payment_page,A,,,
56327,payment_page,B,,,
923616,payment_page,B,,,
555326,payment_page,A,,,
989337,payment_page,A,,,
454034,payment_page,A,,,
261244,payment_page,B,,,
908542,payment_page,A,,,
579138,payment_page,A,,,
29666,payment_page,A,,,
290207,payment_page,A,,,
97920,payment_page,A,,,
722999,payment_page,B,,,
69822,payment_page,A,,,
957073,payment_page,A,,,
775450,payment_page,B,,,
959427,payment_page,A,,,
911577,payment_page,A,,,
925776,payment_page,B,,,
452331,payment_page,B,,,
878969,payment_page,A,,,
98813,payment_page,B,,,
466335,payment_page,B,,,
56148,payment_page,A,,,
632179,payment_page,B,,,
113883,payment_page,A,,,
52378,payment_page,B,,,
406350,payment_page,B,,,
404423,payment_page,A,,,
512819,payment_page,B,,,
143790,payment_page,A,,,
867975,payment_page,B,,,
802578,payment_page,A,,,
534646,payment_page,A,,,
70644,payment_page,A,,,
222747,payment_page,A,,,
265543,payment_page,A,,,
918694,payment_page,A,,,
413891,payment_page,A,,,
849323,payment_page,B,,,
668864,payment_page,A,,,
148592,payment_page,A,,,
351825,payment_page,B,,,
414775,payment_page,B,,,
233859,payment_page,B,,,
684888,payment_page,B,,,
502372,payment_page,B,,,
409231,payment_page,A,,,
645818,payment_page,A,,,
642588,payment_page,B,,,
573246,payment_page,B,,,
848568,payment_page,A,,,
169222,payment_page,B,,,
204007,payment_page,A,,,
242941,payment_page,A,,,
340946,payment_page,A,,,
923591,payment_page,B,,,
938754,payment_page,B,,,
453002,payment_page,A,,,
194559,payment_page,B,,,
855598,payment_page,B,,,
787379,payment_page,A,,,
894923,payment_page,B,,,
528927,payment_page,A,,,
63608,payment_page,A,,,
282167,payment_page,A,,,
517352,payment_page,A,,,
68413,payment_page,A,,,
950742,payment_page,B,,,
292108,payment_page,A,,,
61716,payment_page,A,,,
589176,payment_page,B,,,
71491,payment_page,B,,,
244469,payment_page,B,,,
913587,payment_page,A,,,
87197,payment_page,A,,,
552733,payment_page,B,,,
545462,payment_page,A,,,
754151,payment_page,A,,,
904816,payment_page,A,,,
863759,payment_page,B,,,
708383,payment_page,A,,,
875350,payment_page,A,,,
333318,payment_page,B,,,
670656,payment_page,A,,,
815957,payment_page,A,,,
678324,payment_page,A,,,
408131,payment_page,A,,,
44679,payment_page,B,,,
68931,payment_page,A,,,
619061,payment_page,B,,,
430186,payment_page,A,,,
946066,payment_page,B,,,
668990,payment_page,B,,,
646801,payment_page,B,,,
147524,payment_page,B,,,
32091,payment_page,A,,,
266784,payment_page,A,,,
502144,payment_page,A,,,
185520,payment_page,A,,,
135391,payment_page,B,,,
165322,payment_page,A,,,
605192,payment_page,B,,,
628755,payment_page,B,,,
471698,payment_page,A,,,
905464,payment_page,B,,,
163854,payment_page,B,,,
59091,payment_page,A,,,
759547,payment_page,A,,,
594101,payment_page,A,,,
16941,payment_page,A,,,
836474,payment_page,A,,,
286003,payment_page,B,,,
141654,payment_page,A,,,
210444,payment_page,B,,,
272782,payment_page,A,,,
820958,payment_page,A,,,
39473,payment_page,B,,,
362798,payment_page,A,,,
330970,payment_page,A,,,
415873,payment_page,A,,,
953748,payment_page,B,,,
202320,payment_page,A,,,
965919,payment_page,A,,,
482171,payment_page,B,,,
465498,payment_page,A,,,
810623,payment_page,A,,,
660709,payment_page,A,,,
174659,payment_page,B,,,
995047,payment_page,B,,,
122143,payment_page,A,,,
273900,payment_page,A,,,
500169,payment_page,A,,,
479724,payment_page,B,,,
997455,payment_page,B,,,
963975,payment_page,B,,,
677,payment_page,B,,,
370417,payment_page,A,,,
692262,payment_page,A,,,
742727,payment_page,B,,,
945919,payment_page,A,,,
783192,payment_page,A,,,
141105,payment_page,A,,,
88883,payment_page,B,,,
715534,payment_page,B,,,
524531,payment_page,B,,,
677008,payment_page,A,,,
788180,payment_page,A,,,
161960,payment_page,A,,,
832737,payment_page,A,,,
805962,payment_page,A,,,
261068,payment_page,B,,,
541110,payment_page,A,,,
247178,payment_page,B,,,
918097,payment_page,A,,,
24698,payment_page,A,,,
201722,payment_page,A,,,
573110,payment_page,A,,,
999441,payment_page,B,,,
941859,payment_page,B,,,
481502,payment_page,A,,,
58300,payment_page,B,,,
831626,payment_page,B,,,
663927,payment_page,B,,,
841057,payment_page,B,,,
833928,payment_page,B,,,
908534,payment_page,A,,,
402564,payment_page,B,,,
102769,payment_page,B,,,
444124,payment_page,B,,,
136897,payment_page,B,,,
183901,payment_page,B,,,
739911,payment_page,A,,,
385196,payment_page,B,,,
400089,payment_page,A,,,
458575,payment_page,B,,,
94080,payment_page,A,,,
431116,payment_page,B,,,
661592,payment_page,B,,,
920306,payment_page,B,,,
780826,payment_page,A,,,
978057,payment_page,A,,,
452833,payment_page,A,,,
69818,payment_page,B,,,
748656,payment_page,B,,,
401630,payment_page,A,,,
714046,payment_page,B,,,
64412,payment_page,B,,,
541763,payment_page,A,,,
509838,payment_page,A,,,
341042,payment_page,A,,,
882380,payment_page,A,,,
1729,payment_page,A,,,
548887,payment_page,B,,,
986177,payment_page,A,,,
547501,payment_page,B,,,
956178,payment_page,A,,,
996948,payment_page,A,,,
674156,payment_page,B,,,
250073,payment_page,B,,,
519915,payment_page,A,,,
19699,payment_page,A,,,
988907,payment_page,B,,,
311815,payment_page,B,,,
14287,payment_page,A,,,
178848,payment_page,B,,,
473259,payment_page,B,,,
881479,payment_page,A,,,
8683,payment_page,A,,,
995868,payment_page,B,,,
51269,payment_page,B,,,
126446,payment_page,A,,,
753854,payment_page,A,,,
303411,payment_page,A,,,
439761,payment_page,A,,,
596068,payment_page,A,,,
283690,payment_page,B,,,
751379,payment_page,B,,,
601967,payment_page,B,,,
531089,payment_page,B,,,
104167,payment_page,B,,,
515725,payment_page,A,,,
366494,payment_page,A,,,
824853,payment_page,B,,,
491966,payment_page,B,,,
803423,payment_page,B,,,
877147,payment_page,B,,,
997945,payment_page,A,,,
499407,payment_page,A,,,
132002,payment_page,B,,,
851730,payment_page,A,,,
895608,payment_page,A,,,
689469,payment_page,B,,,
686897,payment_page,A,,,
139516,payment_page,A,,,
299927,payment_page,B,,,
982589,payment_page,A,,,
88046,payment_page,B,,,
206354,payment_page,B,,,
679427,payment_page,B,,,
638894,payment_page,A,,,
936016,payment_page,B,,,
645466,payment_page,B,,,
546702,payment_page,B,,,
985395,payment_page,B,,,
845756,payment_page,B,,,
216091,payment_page,B,,,
524891,payment_page,A,,,
745997,payment_page,A,,,
303085,payment_page,B,,,
139150,payment_page,B,,,
539203,payment_page,B,,,
338566,payment_page,B,,,
165672,payment_page,A,,,
347085,payment_page,A,,,
549273,payment_page,A,,,
619420,payment_page,B,,,
316337,payment_page,A,,,
380284,payment_page,A,,,
211855,payment_page,A,,,
167132,payment_page,B,,,
594175,payment_page,B,,,
873826,payment_page,A,,,
721201,payment_page,B,,,
619928,payment_page,B,,,
907279,payment_page,A,,,
897466,payment_page,B,,,
375144,payment_page,B,,,
413006,payment_page,A,,,
361787,payment_page,B,,,
267681,payment_page,B,,,
537592,payment_page,A,,,
318124,payment_page,A,,,
301558,payment_page,A,,,
920040,payment_page,B,,,
538073,payment_page,A,,,
536003,payment_page,B,,,
838747,payment_page,A,,,
667527,payment_page,B,,,
75247,payment_page,A,,,
656543,payment_page,B,,,
206225,payment_page,A,,,
989590,payment_page,A,,,
240306,payment_page,A,,,
415731,payment_page,B,,,
201083,payment_page,B,,,
631346,payment_page,A,,,
178759,payment_page,A,,,
851457,payment_page,A,,,
918245,payment_page,B,,,
514485,payment_page,B,,,
810962,payment_page,B,,,
826662,payment_page,A,,,
140354,payment_page,B,,,
150751,payment_page,A,,,
27945,payment_page,B,,,
502989,payment_page,B,,,
590897,payment_page,A,,,
537279,payment_page,A,,,
311758,payment_page,A,,,
497880,payment_page,A,,,
631220,payment_page,B,,,
576129,payment_page,B,,,
424940,payment_page,A,,,
32338,payment_page,A,,,
186487,payment_page,A,,,
979961,payment_page,A,,,
879458,payment_page,A,,,
436736,payment_page,B,,,
638892,payment_page,A,,,
218115,payment_page,A,,,
603783,payment_page,A,,,
950777,payment_page,A,,,
188844,payment_page,B,,,
854383,payment_page,B,,,
194036,payment_page,A,,,
880866,payment_page,B,,,
371639,payment_page,B,,,
890329,payment_page,A,,,
495990,payment_page,A,,,
180903,payment_page,B,,,
29611,payment_page,A,,,
801123,payment_page,A,,,
527526,payment_page,A,,,
217410,payment_page,A,,,
270135,payment_page,A,,,
742527,payment_page,B,,,
174298,payment_page,B,,,
497592,payment_page,B,,,
771765,payment_page,A,,,
207005,payment_page,A,,,
154882,payment_page,B,,,
365297,payment_page,A,,,
714575,payment_page,A,,,
182834,payment_page,B,,,
75616,payment_page,A,,,
273345,payment_page,B,,,
9392,payment_page,A,,,
38419,payment_page,B,,,
470963,payment_page,B,,,
998333,payment_page,A,,,
739115,payment_page,B,,,
294613,payment_page,B,,,
532733,payment_page,B,,,
25928,payment_page,B,,,
738398,payment_page,A,,,
239618,payment_page,B,,,
224143,payment_page,B,,,
26265,payment_page,A,,,
814122,payment_page,A,,,
799110,payment_page,B,,,
339243,payment_page,B,,,
248756,payment_page,A,,,
913126,payment_page,A,,,
906060,payment_page,B,,,
428038,payment_page,B,,,
661674,payment_page,B,,,
635827,payment_page,B,,,
575497,payment_page,B,,,
88223,payment_page,A,,,
481014,payment_page,A,,,
29227,payment_page,A,,,
17879,payment_page,B,,,
495004,payment_page,A,,,
512243,payment_page,B,,,
237470,payment_page,A,,,
433851,payment_page,A,,,
324495,payment_page,A,,,
805176,payment_page,A,,,
508601,payment_page,B,,,
97995,payment_page,B,,,
701751,payment_page,B,,,
70181,payment_page,A,,,
70153,payment_page,A,,,
638965,payment_page,B,,,
955894,payment_page,B,,,
903330,payment_page,A,,,
530726,payment_page,A,,,
987681,payment_page,B,,,
845894,payment_page,A,,,
235975,payment_page,B,,,
344661,payment_page,A,,,
362856,payment_page,B,,,
496525,payment_page,A,,,
288060,payment_page,A,,,
143167,payment_page,B,,,
229735,payment_page,A,,,
4389,payment_page,B,,,
956652,payment_page,A,,,
80523,payment_page,B,,,
582219,payment_page,A,,,
994906,payment_page,A,,,
943573,payment_page,A,,,
263888,payment_page,B,,,
439341,payment_page,B,,,
252548,payment_page,B,,,
4176,payment_page,A,,,
110814,payment_page,A,,,
569891,payment_page,A,,,
736377,payment_page,B,,,
241292,payment_page,B,,,
851061,payment_page,A,,,
133521,payment_page,B,,,
467619,payment_page,B,,,
940714,payment_page,B,,,
220097,payment_page,A,,,
138387,payment_page,B,,,
992350,payment_page,A,,,
739866,payment_page,A,,,
568670,payment_page,A,,,
119253,payment_page,A,,,
612029,payment_page,A,,,
419231,payment_page,B,,,
123361,payment_page,A,,,
438964,payment_page,B,,,
982928,payment_page,A,,,
736070,payment_page,A,,,
344364,payment_page,B,,,
972956,payment_page,B,,,
329862,payment_page,A,,,
901530,payment_page,B,,,
77337,payment_page,B,,,
211458,payment_page,A,,,
113729,payment_page,A,,,
131153,payment_page,A,,,
521307,payment_page,B,,,
682241,payment_page,B,,,
752132,payment_page,A,,,
953802,payment_page,B,,,
40816,payment_page,A,,,
137069,payment_page,A,,,
988979,payment_page,B,,,
174009,payment_page,A,,,
736800,payment_page,A,,,
482972,payment_page,B,,,
137788,payment_page,B,,,
606966,payment_page,B,,,
609427,payment_page,A,,,
122247,payment_page,B,,,
946973,payment_page,A,,,
279644,payment_page,B,,,
787616,payment_page,B,,,
405856,payment_page,A,,,
49321,payment_page,B,,,
361845,payment_page,B,,,
128663,payment_page,A,,,
811076,payment_page,B,,,
646987,payment_page,B,,,
903946,payment_page,A,,,
329281,payment_page,B,,,
159111,payment_page,B,,,
290247,payment_page,A,,,
381606,payment_page,B,,,
775754,payment_page,B,,,
144750,payment_page,B,,,
544032,payment_page,A,,,
68671,payment_page,B,,,
44684,payment_page,A,,,
933745,payment_page,B,,,
897535,payment_page,A,,,
144497,payment_page,A,,,
336380,payment_page,B,,,
110797,payment_page,B,,,
979482,payment_page,B,,,
263166,payment_page,B,,,
810711,payment_page,A,,,
687594,payment_page,B,,,
559850,payment_page,B,,,
817983,payment_page,B,,,
407068,payment_page,B,,,
34606,payment_page,B,,,
898276,payment_page,B,,,
106457,payment_page,A,,,
981522,payment_page,B,,,
585349,payment_page,B,,,
336889,payment_page,A,,,
519832,payment_page,B,,,
458349,payment_page,B,,,
497969,payment_page,B,,,
436473,payment_page,B,,,
276866,payment_page,A,,,
840018,payment_page,B,,,
932813,payment_page,A,,,
607481,payment_page,A,,,
613368,payment_page,B,,,
642143,payment_page,B,,,
783272,payment_page,B,,,
822775,payment_page,A,,,
118861,payment_page,A,,,
857461,payment_page,B,,,
155022,payment_page,B,,,
297261,payment_page,A,,,
567797,payment_page,A,,,
555833,payment_page,A,,,
239270,payment_page,A,,,
972383,payment_page,B,,,
804180,payment_page,B,,,
215298,payment_page,A,,,
941503,payment_page,B,,,
731088,payment_page,A,,,
226309,payment_page,A,,,
670320,payment_page,B,,,
143295,payment_page,B,,,
528186,payment_page,A,,,
924643,payment_page,B,,,
678977,payment_page,B,,,
330882,payment_page,A,,,
163518,payment_page,A,,,
776440,payment_page,A,,,
974866,payment_page,A,,,
764378,payment_page,A,,,
138479,payment_page,B,,,
619884,payment_page,B,,,
327102,payment_page,A,,,
586259,payment_page,B,,,
830108,payment_page,B,,,
550182,payment_page,A,,,
275053,payment_page,B,,,
449412,payment_page,A,,,
360672,payment_page,B,,,
381805,payment_page,B,,,
625937,payment_page,B,,,
435168,payment_page,B,,,
299551,payment_page,A,,,
847497,payment_page,A,,,
831335,payment_page,B,,,
852094,payment_page,A,,,
611679,payment_page,B,,,
744614,payment_page,B,,,
502666,payment_page,B,,,
454341,payment_page,B,,,
782676,payment_page,B,,,
168978,payment_page,B,,,
786991,payment_page,B,,,
656784,payment_page,B,,,
963029,payment_page,A,,,
96423,payment_page,A,,,
404422,payment_page,B,,,
